Title,Description,Keywords,image_url,Answer.image-contains.label,Approve,Reject
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7267/01.jpg,Yes,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7267/01.jpg,Yes,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7267/01.jpg,Yes,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7268/01.jpg,No,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7268/01.jpg,No,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7268/01.jpg,No,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7266/01.jpg,Yes,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7266/01.jpg,Yes,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7266/01.jpg,Yes,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7948/01.jpg,Yes,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7948/01.jpg,No,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7948/01.jpg,Yes,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8574/01.jpg,No,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8574/01.jpg,No,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8574/01.jpg,No,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8573/01.jpg,Yes,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8573/01.jpg,Yes,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8573/01.jpg,Yes,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8572/01.jpg,Yes,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8572/01.jpg,Yes,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8572/01.jpg,Yes,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/2320/01.jpg,Yes,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/2320/01.jpg,Yes,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/2320/01.jpg,Yes,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/7500/01.jpg,Yes,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/7500/01.jpg,Yes,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/7500/01.jpg,Yes,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/7246/01.jpg,Yes,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/7246/01.jpg,Yes,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/7246/01.jpg,Yes,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/8683/01.jpg,Cannot Determine,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/8683/01.jpg,No,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/8683/01.jpg,Cannot Determine,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6287/01.jpg,Yes,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6287/01.jpg,Yes,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6287/01.jpg,Yes,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6286/01.jpg,Yes,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6286/01.jpg,Yes,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6286/01.jpg,Yes,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6250/01.jpg,Yes,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6250/01.jpg,Yes,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6250/01.jpg,Yes,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6251/01.jpg,Yes,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6251/01.jpg,Yes,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6251/01.jpg,Yes,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6253/01.jpg,No,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6253/01.jpg,No,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6253/01.jpg,No,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6252/01.jpg,No,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6252/01.jpg,No,,
Does this image show a wedding?,Does this image depict a wedding?  We are interested in both Indian weddings and Western-style weddings.,"image, classification, wedding",https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6252/01.jpg,No,,
